recipe_id_candidate,display_name,ingredient_position,ingredient_raw_text,ingredient_name_normalized,quantity_value,quantity_unit,defer_reason,suggested_future_rule
recipes_v1_1_candidate_101,Simple Hot and Sour Soup,12,2 teaspoons corn flour,corn flour,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_102,Navy Bean Soup,2,1 (16 ounce) package dried navy beans,navy beans,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_102,Navy Bean Soup,3,1 (14.5 ounce) can diced tomatoes,tomatoes,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_102,Navy Bean Soup,6,"2 stalks celery, chopped",celery,2.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_102,Navy Bean Soup,7,2 tablespoons Worcestershire sauce,worcestershire sauce,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_102,Navy Bean Soup,9,1 cube chicken bouillon,chicken bouillon,1.0,cube,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_102,Navy Bean Soup,11,2 teaspoons garlic powder,garlic powder,2.0,teaspoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_102,Navy Bean Soup,12,1 bay leaf,bay leaf,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_103,Breadless Stuffing,2,1 (4 ounce) package sliced fresh mushrooms,mushrooms,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_103,Breadless Stuffing,4,½ cup diced celery,celery,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_103,Breadless Stuffing,7,1 ½ cubes chicken bouillon,chicken bouillon,1.5,cube,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_103,Breadless Stuffing,8,"2 (12 ounce) cans garbanzo beans, drained and rinsed",garbanzo beans,2.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_103,Breadless Stuffing,10,2 teaspoons dried sage,sage,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_104,Steak Fried Rice,1,1 (1 pound) flank steak,flank steak,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_104,Steak Fried Rice,3,kosher salt to taste,kosher salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_104,Steak Fried Rice,4,freshly ground black pepper to taste,freshly black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_104,Steak Fried Rice,10,1 teaspoon grated ginger,ginger,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_104,Steak Fried Rice,11,"1 cup frozen peas, thawed",peas,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_105,Spinach and Ricotta Tortellini,1,"10 cups fresh spinach, trimmed",spinach,10.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_105,Spinach and Ricotta Tortellini,3,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_105,Spinach and Ricotta Tortellini,4,1 ¼ cups ricotta cheese,ricotta cheese,1.25,cup,cheese_cup_deferred_without_specific_safe_rule,add_specific_cheese_cup_rules_after_review
recipes_v1_1_candidate_105,Spinach and Ricotta Tortellini,7,1 pinch nutmeg,nutmeg,1.0,pinch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_105,Spinach and Ricotta Tortellini,8,ground black pepper to taste,black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_105,Spinach and Ricotta Tortellini,10,"2 tablespoons all-purpose flour, or as needed",all purpose flour,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_106,Cabbage Fried Rice,7,"1 small green pepper, chopped",green pepper,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_106,Cabbage Fried Rice,8,3 cups cabbage,cabbage,3.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_106,Cabbage Fried Rice,11,2 teaspoons ginger,ginger,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_106,Cabbage Fried Rice,12,1 pinch red pepper flakes (optional),red pepper flakes,1.0,pinch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_107,American Potato Salad,3,2 cups mayonnaise,mayonnaise,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_107,American Potato Salad,6,"1 small green bell pepper, seeded and diced",green bell pepper,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_107,American Potato Salad,7,"3 stalks celery, thinly sliced",celery,3.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_108,Steak and Broccoli Stir Fry,1,2 tablespoon grapeseed oil,grapeseed oil,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_108,Steak and Broccoli Stir Fry,3,salt and freshly ground black pepper to taste,salt and freshly black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_108,Steak and Broccoli Stir Fry,4,1 cups soy sauce,soy sauce,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_108,Steak and Broccoli Stir Fry,5,1/2 cup honey,honey,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_108,Steak and Broccoli Stir Fry,6,1/4 cup sesame oil,sesame oil,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_108,Steak and Broccoli Stir Fry,8,2 tablespoons fresh ginger,ginger,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_108,Steak and Broccoli Stir Fry,9,1 shallot,shallot,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_108,Steak and Broccoli Stir Fry,10,1 1/2 cups broccoli florets,broccoli florets,1.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_109,Randy's Slow Cooker Ravioli Lasagna,3,1 teaspoon garlic powder,garlic powder,1.0,teaspoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_109,Randy's Slow Cooker Ravioli Lasagna,6,2 (24 ounce) jars prepared pasta sauce,prepared pasta sauce,2.0,jar,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_109,Randy's Slow Cooker Ravioli Lasagna,7,1 teaspoon Italian seasoning,italian seasoning,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_109,Randy's Slow Cooker Ravioli Lasagna,10,1 (25 ounce) package frozen cheese ravioli,cheese ravioli,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_109,Randy's Slow Cooker Ravioli Lasagna,11,2 cups shredded mozzarella cheese,mozzarella cheese,2.0,cup,cheese_cup_deferred_without_specific_safe_rule,add_specific_cheese_cup_rules_after_review
recipes_v1_1_candidate_110,Cold Rice Salad,5,"2 boneless skinless chicken breasts, bite-size pieces",chicken breasts,2.0,count,meat_or_seafood_count_deferred,
recipes_v1_1_candidate_110,Cold Rice Salad,9,¼ teaspoon pepper,pepper,0.25,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_110,Cold Rice Salad,10,"1 cup tomatoes, diced",tomatoes,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_110,Cold Rice Salad,11,"1 bunch raw broccoli, with stalk, chopped",broccoli,1.0,bunch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_110,Cold Rice Salad,12,"1 cup frozen peas, thawed",peas,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_110,Cold Rice Salad,13,"1 cup frozen corn kernels, thawed",corn kernels,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_111,Nut Loaf Supreme,1,1 ½ cups walnuts,walnuts,1.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_111,Nut Loaf Supreme,2,½ cup pecans,pecans,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_111,Nut Loaf Supreme,6,"1 (6 ounce) package baby bella mushrooms, chopped",baby bella mushrooms,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_111,Nut Loaf Supreme,7,1 teaspoon dried marjoram,marjoram,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_111,Nut Loaf Supreme,8,1 teaspoon dried sage,sage,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_111,Nut Loaf Supreme,12,1 cup cottage cheese,cottage cheese,1.0,cup,cheese_cup_deferred_without_specific_safe_rule,add_specific_cheese_cup_rules_after_review
recipes_v1_1_candidate_111,Nut Loaf Supreme,14,2 tablespoons chopped fresh parsley,parsley,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_111,Nut Loaf Supreme,16,½ teaspoon freshly ground black pepper,freshly black pepper,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_112,Lemon Chicken Gnocchi,4,1 teaspoon paprika,paprika,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_113,Campfire Carnitas,4,1/2 teaspoon oregano,oregano,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_113,Campfire Carnitas,6,"1 chili pepper,",chili pepper,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_114,Fried Rice with Tofu,1,½ cup tofu,tofu,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_114,Fried Rice with Tofu,8,"1 tomato, chopped",tomato,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_114,Fried Rice with Tofu,10,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_114,Fried Rice with Tofu,11,ground white pepper to taste,white pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_116,"Velveting Chicken Breast, Chinese Restaurant Style",7,1 tablespoon peanut oil,peanut oil,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_117,Tomato Basil Salmon,1,2 (6 ounce) boneless salmon fillets,salmon fillets,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_117,Tomato Basil Salmon,3,"1 tomato, thinly sliced",tomato,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_117,Tomato Basil Salmon,5,2 tablespoons grated Parmesan cheese,parmesan cheese,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_118,Korean Sweet Potato Noodles (Japchae),1,¼ cup soy sauce,soy sauce,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_118,Korean Sweet Potato Noodles (Japchae),2,4 teaspoons mirin (Japanese sweet wine),mirin,4.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_119,Grilled Beef Tenderloin with Herb-Garlic-Pepper Coating,1,1 (5 pound) whole beef tenderloin,whole beef tenderloin,1.0,count,meat_or_seafood_count_deferred,
recipes_v1_1_candidate_119,Grilled Beef Tenderloin with Herb-Garlic-Pepper Coating,4,2 tablespoons minced fresh rosemary,rosemary,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_119,Grilled Beef Tenderloin with Herb-Garlic-Pepper Coating,5,2 tablespoons coarsely ground black pepper,coarsely black pepper,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_119,Grilled Beef Tenderloin with Herb-Garlic-Pepper Coating,6,1 tablespoon dried thyme leaves,thyme leaves,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_120,Super Easy Chicken Noodle Soup,3,4 cubes chicken bouillon,chicken bouillon,4.0,cube,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_120,Super Easy Chicken Noodle Soup,4,2 cups thin egg noodles,egg noodles,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_121,Broccoli Beef I,2,1 (10.5 ounce) can beef broth,beef broth,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_121,Broccoli Beef I,6,¼ teaspoon chopped fresh ginger root,ginger root,0.25,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_121,Broccoli Beef I,8,4 cups chopped fresh broccoli,broccoli,4.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_122,Gourmet Chicken Sandwich,1,"4 skinless, boneless chicken breast halves - pounded to 1/4 inch thickness",chicken breast halves pounded to 1 4 inch thickness,4.0,count,meat_or_seafood_count_deferred,
recipes_v1_1_candidate_122,Gourmet Chicken Sandwich,2,ground black pepper to taste,black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_122,Gourmet Chicken Sandwich,5,2 tablespoons mayonnaise,mayonnaise,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_122,Gourmet Chicken Sandwich,6,2 teaspoons prepared Dijon-style mustard,prepared dijon style mustard,2.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_122,Gourmet Chicken Sandwich,7,1 teaspoon chopped fresh rosemary,rosemary,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_122,Gourmet Chicken Sandwich,8,8 slices garlic and rosemary focaccia bread,garlic and rosemary focaccia bread,8.0,slice,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_123,Blackened Shrimp Tacos,1,1 (14 ounce) bag classic coleslaw mix,bag classic coleslaw mix,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_123,Blackened Shrimp Tacos,3,1/4 cup chopped cilantro,cilantro,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_123,Blackened Shrimp Tacos,4,1 jalapeno,jalapeno,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_123,Blackened Shrimp Tacos,8,1/8 teaspoon cayenne pepper,cayenne pepper,0.125,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_123,Blackened Shrimp Tacos,10,1 1/2 teaspoons seasoning,seasoning,1.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_123,Blackened Shrimp Tacos,12,"12 flour tortillas, warmed",flour tortillas,12.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_124,Fish Tacos al Pastor,2,10 dried chile de arbol peppers,chile de arbol peppers,10.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_124,Fish Tacos al Pastor,3,"2 cloves garlic, unpeeled",unpeeled,2.0,clove,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_124,Fish Tacos al Pastor,4,salt to taste,salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_125,Chipotle Chicken Burgers,1,1/4 cup mayonnaise,mayonnaise,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_125,Chipotle Chicken Burgers,2,1 tablespoon adobo sauce from chipotle peppers,adobo sauce from chipotle peppers,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_125,Chipotle Chicken Burgers,3,1 teaspoon lime juice,lime juice,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_126,Beefy Chinese Dumplings,2,2 cups shredded Chinese cabbage,chinese cabbage,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_126,Beefy Chinese Dumplings,10,1 (14 ounce) package wonton wrappers,wonton wrappers,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_127,Valerio's Pulled Pork Sandwich,2,2 tablespoons garlic powder,garlic powder,2.0,tablespoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_127,Valerio's Pulled Pork Sandwich,4,2 tablespoons red pepper flakes,red pepper flakes,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_127,Valerio's Pulled Pork Sandwich,6,2 tablespoons paprika,paprika,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_128,Grilled Chicken and Strawberry Mason Jar Salad with Poppyseed Dressing,7,1 pinch ground black pepper,black pepper,1.0,pinch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_129,Garlic Butter Steak Bites With Mushrooms,1,1/4 cup coconut aminos or light soy sauce,coconut aminos or light soy sauce,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_130,Easy Moo Shu Pork,3,1 tablespoon grated fresh ginger,ginger,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_130,Easy Moo Shu Pork,7,2 cups shredded napa cabbage,napa cabbage,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_130,Easy Moo Shu Pork,9,salt and ground black pepper to taste,salt and black pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_131,Garlic Chicken Stir Fry,1,2 tablespoons peanut oil,peanut oil,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_131,Garlic Chicken Stir Fry,3,1 teaspoon grated fresh ginger,ginger,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_131,Garlic Chicken Stir Fry,4,"1 bunch green onions, chopped",green onions,1.0,bunch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_131,Garlic Chicken Stir Fry,8,1 cup sliced cabbage,cabbage,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_131,Garlic Chicken Stir Fry,9,"1 red bell pepper, thinly sliced",red bell pepper,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_131,Garlic Chicken Stir Fry,10,2 cups sugar snap peas,sugar snap peas,2.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_132,Amy's Delicious Turkey Burgers,2,½ cup crushed cheese-flavored crackers,cheese flavored crackers,0.5,cup,cheese_cup_deferred_without_specific_safe_rule,add_specific_cheese_cup_rules_after_review
recipes_v1_1_candidate_132,Amy's Delicious Turkey Burgers,4,1 tablespoon red pepper flakes,red pepper flakes,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_132,Amy's Delicious Turkey Burgers,5,1 tablespoon garlic powder,garlic powder,1.0,tablespoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_132,Amy's Delicious Turkey Burgers,6,1 teaspoon dried minced onion (Optional),onion,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_133,Slow Cooker Italian Beef,2,1 (.7 ounce) package dry Italian-style salad dressing mix,dry italian style salad dressing mix,1.0,package,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_133,Slow Cooker Italian Beef,7,1 teaspoon garlic powder,garlic powder,1.0,teaspoon,powder_density_deferred_not_fresh_rule,add_powder_specific_density_rule_after_review
recipes_v1_1_candidate_133,Slow Cooker Italian Beef,8,1 bay leaf,bay leaf,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_133,Slow Cooker Italian Beef,11,1 (5 pound) rump roast,rump roast,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_134,Spicy Slow-Cooked Beanless Chili,2,2 (8 ounce) cans tomato sauce,tomato sauce,2.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_134,Spicy Slow-Cooked Beanless Chili,3,1 (14.5 ounce) can diced tomatoes,tomatoes,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_134,Spicy Slow-Cooked Beanless Chili,5,"2 medium jalapeno peppers, chopped",jalapeno peppers,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_134,Spicy Slow-Cooked Beanless Chili,6,3 tablespoons chili powder,chili powder,3.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_134,Spicy Slow-Cooked Beanless Chili,7,1 tablespoon cayenne pepper,cayenne pepper,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_135,Spicy Beef Curry Stew for the Slow Cooker,3,salt and pepper to taste,salt and pepper,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_135,Spicy Beef Curry Stew for the Slow Cooker,5,1 teaspoon chopped fresh ginger,ginger,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_135,Spicy Beef Curry Stew for the Slow Cooker,6,"1 fresh jalapeno peppers, diced",jalapeno peppers,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_135,Spicy Beef Curry Stew for the Slow Cooker,7,1 tablespoon curry powder,curry powder,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_135,Spicy Beef Curry Stew for the Slow Cooker,8,1 (14.5 ounce) can diced tomatoes with juice,tomatoes with juice,1.0,can,package_or_container_unit_deferred,review_package_or_can_weight_from_label_or_parser
recipes_v1_1_candidate_135,Spicy Beef Curry Stew for the Slow Cooker,10,1 cup beef broth,beef broth,1.0,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_136,Chinese Shrimp and Tofu Soup,3,"1 ( fresh ginger, minced",ginger,1.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_136,Chinese Shrimp and Tofu Soup,5,1 quart chicken stock,quart chicken stock,1.0,count,meat_or_seafood_count_deferred,
recipes_v1_1_candidate_136,Chinese Shrimp and Tofu Soup,7,"⅓ cup frozen peas, thawed",peas,0.3333,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_137,Chicken Zoodle Soup in a Jar,1,4 teaspoons chicken stock base,chicken stock base,4.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_137,Chicken Zoodle Soup in a Jar,3,1/2 teaspoon dried rosemary,rosemary,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_137,Chicken Zoodle Soup in a Jar,4,1/2 teaspoon sage,sage,0.5,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_137,Chicken Zoodle Soup in a Jar,6,1 2/3 cups cooked chicken,chicken,1.6667,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_137,Chicken Zoodle Soup in a Jar,7,2 1/2 cups zucchini,zucchini,2.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_137,Chicken Zoodle Soup in a Jar,9,1/2 cup celery,celery,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_137,Chicken Zoodle Soup in a Jar,10,1/3 cup chopped sweet onion,sweet onion,0.3333,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_138,Air Fryer Lemon Garlic Parmesan Chicken,3,1 teaspoon lemon zest,lemon zest,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_138,Air Fryer Lemon Garlic Parmesan Chicken,4,1 teaspoon paprika,paprika,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_138,Air Fryer Lemon Garlic Parmesan Chicken,7,1/4 teaspoon crushed red pepper,red pepper,0.25,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_138,Air Fryer Lemon Garlic Parmesan Chicken,10,cooking spray,cooking spray,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_139,Sheet Pan Lemon Butter Garlic Shrimp with Asparagus,1,cooking spray,cooking spray,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_139,Sheet Pan Lemon Butter Garlic Shrimp with Asparagus,5,"salt, divided",salt,,,missing_or_invalid_quantity_value,
recipes_v1_1_candidate_139,Sheet Pan Lemon Butter Garlic Shrimp with Asparagus,6,"1 pinch ground black pepper, divided",black pepper,1.0,pinch,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_139,Sheet Pan Lemon Butter Garlic Shrimp with Asparagus,8,1 teaspoon paprika,paprika,1.0,teaspoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_139,Sheet Pan Lemon Butter Garlic Shrimp with Asparagus,10,3 tablespoons lemon juice,lemon juice,3.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_140,Hot Honey Feta Chicken Skewers,6,2 green bell peppers,green bell peppers,2.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_140,Hot Honey Feta Chicken Skewers,8,4 4 metal skewers,4 metal skewers,4.0,count,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_140,Hot Honey Feta Chicken Skewers,9,1/4 cup honey,honey,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_140,Hot Honey Feta Chicken Skewers,10,1/3 cup feta,feta,0.3333,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_141,Lobster Ravioli in Tomato Cream Sauce with Shrimp,3,"2 stalks celery with leaves, cut into pieces",celery with leaves,2.0,stalk,unit_not_supported_in_this_pass,
recipes_v1_1_candidate_141,Lobster Ravioli in Tomato Cream Sauce with Shrimp,8,2 tablespoons whole black peppercorns,whole black peppercorns,2.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_141,Lobster Ravioli in Tomato Cream Sauce with Shrimp,9,½ cup chopped fresh flat-leaf parsley,flat leaf parsley,0.5,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_142,"Super-Simple, Super-Spicy Mongolian Beef",1,¼ cup soy sauce,soy sauce,0.25,cup,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_142,"Super-Simple, Super-Spicy Mongolian Beef",2,1 tablespoon hoisin sauce,hoisin sauce,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_142,"Super-Simple, Super-Spicy Mongolian Beef",6,1 tablespoon red pepper flakes (Optional),red pepper flakes,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_142,"Super-Simple, Super-Spicy Mongolian Beef",8,1 tablespoon peanut oil,peanut oil,1.0,tablespoon,no_explicit_safe_rule_for_ingredient_unit,
recipes_v1_1_candidate_143,Sausage Pinwheels,3,"2 stalks celery, finely chopped",celery,2.0,stalk,unit_not_supported_in_this_pass,
