final_recipe_id,source_row_number,recipe_signature,recipe_title,category,subcategory,description,ingredients_json,directions_json,num_ingredients,num_steps,recipe_kind_guess,final_subset_source,final_subset_reason,selection_score,noise_score
pilot_recipe_final_064,58641,7d00bee3618b47b22411fe866698a63b6b8bd79c,Parsley and Parmesan Crusted Pork Tenderloin,Pork,Pork Tenderloin,A parsley and Parmesan crust is an easy way to dress up pork for your family or guests! Serve with egg noodles or rice.,"[""cooking spray"", ""2 (12 ounce) pork tenderloins"", ""\u00bd cup bread crumbs"", ""\u00bd cup chopped fresh parsley"", ""\u2153 cup grated Parmesan cheese"", ""\u00bd teaspoon dried thyme"", ""\u00bd teaspoon salt"", ""\u00bc teaspoon freshly ground black pepper"", ""\u00bc cup Dijon mustard"", ""2 cloves garlic, minced""]","[""Preheat the oven to 375 degrees F (190 degrees C). Grease a baking dish with cooking spray."", ""Arrange pork tenderloins in the prepared baking dish."", ""Mix together bread crumbs, parsley, Parmesan cheese, thyme, salt, and black pepper in a medium bowl until well combined; set aside."", ""Stir together mustard and garlic in a small bowl until well combined, then spread over pork. Sprinkle bread crumb mixture over mustard coating."", ""Bake pork in the preheated oven until no longer pink in the center, about 20 minutes. An instant-read thermometer inserted into the center should read 160 degrees F (70 degrees C). Allow pork to rest for 5 minutes before slicing.""]",10,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.73,0
pilot_recipe_final_065,4775,52f9ac6a4728633f998b380e20796e220ef60da4,Pizza Casserole,Beef Recipes,Beef Casserole,This pizza casserole recipe takes all the good things we love on pizza and combines them with egg noodles to form a great one-dish casserole to feed your family.,"[""2 cups uncooked egg noodles"", ""\u00bd pound lean ground beef"", ""1 onion, chopped"", ""1 green bell pepper, chopped"", ""2 cloves garlic, minced"", ""16 ounces pizza sauce"", ""1 cup sliced pepperoni sausage"", ""1/4 cup milk"", ""1 cup shredded mozzarella cheese""]","[""Fill a large pot with lightly salted water and bring to a boil. Cook egg noodles in boiling water until tender yet firm to the bite, 7 to 9 minutes. Drain and set aside."", ""Preheat the oven to 350 degrees F (175 degrees C)."", ""Heat a medium skillet over medium-high heat. Cook and stir beef, onion, bell pepper, and garlic in the hot skillet until beef is browned and crumbly, 5 to 7 minutes. Drain excess fat from the skillet. Stir in cooked egg noodles, pizza sauce, pepperoni, and milk until well combined. Pour mixture into a 2-quart casserole dish."", ""Bake in the preheated oven for 20 minutes. Sprinkle with cheese and continue baking until cheese is melted, 5 to 10 more minutes.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.67,0
pilot_recipe_final_066,58642,b763f8552e6e41454dd5cdfdcee2849939d915c0,Pork Tenderloin with Dijon Marsala Sauce,Pork,Pork Tenderloin,This recipe coats pork tenderloin in Dijon mustard and is served with a Marsala mustard sauce. It is absolutely delicious! Try the sauce over other cuts of meat and vegetables.,"[""2 pork tenderloins"", ""Dijon mustard"", ""1 tablespoon oil"", ""2 tablespoons butter"", ""2 shallots, minced"", ""1 cup Marsala wine"", ""1 cup heavy cream"", ""1 tablespoon Dijon mustard""]","[""Preheat the oven to 350 degrees F (175 degrees C). Oil a 9x13-inch baking dish."", ""Coat pork tenderloins generously with \u00bc cup Dijon mustard. Heat 1 tablespoon oil in a large skillet over medium-high heat; brown tenderloins, turning to evenly brown. Transfer tenderloins to the prepared baking dish."", ""Bake in the preheated oven for 20 minutes; flip and continue baking until desired doneness, about 20 minutes more."", ""Meanwhile, melt butter in the same skillet over medium heat. Add shallots; cook until soft. Stir in Marsala, cream, and 1 tablespoon Dijon mustard; cook until reduced by half."", ""Slice tenderloins; place on a serving dish. Spoon sauce over pork; serve.""]",8,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.73,0
pilot_recipe_final_067,34492,18b27c159ef2df59801df15267d81a723d63eb76,Portuguese Pork with Red Peppers,Healthy Recipes,Low-Calorie Recipes,One of my favorite flavor combinations ever! This pork dish combines the strength of garlic with the sweetness of red pepper balanced by a tangy lemon garnish.,"[""4 large cloves garlic, peeled"", ""1 \u00bd teaspoons coarse salt"", ""2 tablespoons olive oil"", ""1 tablespoon whole black peppercorns"", ""2 pounds pork tenderloin, cut into 1 inch medallions"", ""2 red bell peppers, julienned"", ""1 cup white wine"", ""2 lemons""]","[""With a large mortar and pestle, mash the garlic, coarse salt, 1 tablespoon olive oil, and peppercorns into a fine paste. Transfer to a large bowl."", ""With a mallet, flatten the pork medallions to 1/4 inch thick. Place in the bowl with the garlic mixture, tossing to coat. Cover, and marinate 2 to 4 hours in the refrigerator."", ""Heat the remaining oil in a large skillet over high heat. Stir in the pork and remaining garlic mixture. Quickly brown pork about 1 minute on each side. Remove from heat, and set aside."", ""Place red peppers into the skillet, and saute 2 to 5 minutes, until tender but firm. Pour white wine into the skillet, and scrape up the browned bits. Reduce heat to low, return pork to skillet, and continue cooking 10 to 15 minutes, to an internal temperature of 180 degrees F (80 degrees C)."", ""Slice 1 1/2 lemons into thin rounds. Transfer the pork and pepper mixture to a serving platter. Squeeze juice of remaining 1/2 lemon over the pork and peppers, and garnish with the lemon rounds.""]",8,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.71,0
pilot_recipe_final_068,50548,0a18bebdb80730c5731518b875ca14acdd304cfa,Posole Soup,Mexican,Mexican Soups And Stews,Authentic Posole is made with the pig's head; the ears are the delicacy. This simple recipe uses more 'acceptable' ingredients.,"[""2 pounds pork loin"", ""2 teaspoons salt"", ""water to cover"", ""4 cups hominy"", ""2 tablespoons chili powder"", ""\u00bd cup shredded cabbage for garnish"", ""1 small head cabbage, shredded"", ""1 tablespoon onion"", ""1 lime, cut into wedges""]","[""In a large pot over high heat, combine the pork, salt and water to cover. Bring to a boil and reduce heat to medium low. Allow to simmer for two hours, skimming foam as necessary."", ""Remove from heat and take the bones out of the stock. Cool and de-fat the stock. Remove pork from bones and return meat to stock. Add the hominy and chili powder and simmer over low heat for 30 to 45 minutes."", ""Serve by placing soup in bowls. Each diner then adds their own cabbage, radishes, onion and lime juice to taste. Eat by dipping spoon deep down to bottom of bowl, lifting to bring up the meat, hominy, soup and layered vegetables.""]",9,3,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.48,0
pilot_recipe_final_069,26779,1522157e2293154e213604e8ca13f3dcc390d448,President Ford's Braised Eye Round Steak,Dinner,Beef Steaks,Beef eye of round steaks are simmered in a red wine sauce until tender enough to cut with a fork. This is said to be one of former President Ford's favorite recipes.,"[""2 tablespoons vegetable oil"", ""2 large onions, sliced"", ""12 (4 ounce) beef eye of round steaks"", ""1 teaspoon seasoned salt"", ""\u00bc teaspoon dried thyme"", ""\u00bc cup all-purpose flour for coating"", ""1 cup Burgundy wine"", ""1 cup beef consomme"", ""1 teaspoon chopped fresh parsley""]","[""Heat oil in a large skillet over medium-high heat. Add onions; cook and stir until lightly browned and tender, about 5 minutes. Use a slotted spoon to transfer onions to a bowl."", ""Season steaks with seasoned salt and thyme, then dust lightly with flour. Fry steaks in the skillet over medium-high heat until browned, about 5 minutes per side."", ""Pour red wine and beef consomm\u00e9 into the skillet with steaks. Return onions to the skillet. Cook until the aroma of wine dissipates, 2 to 3 minutes."", ""Reduce heat to low, cover, and simmer for 1 hour. Serve steaks with sauce, garnish with chopped parsley.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.67,0
pilot_recipe_final_070,47023,fe8148277c1866f673ae447d04438fcb65b6a905,Quick Beef Stir-Fry,Main Dishes,Stir-Fries,Quick and easy beef stir-fry recipe. I make this on my busiest weeknights.,"[""2 tablespoons vegetable oil"", ""1 pound beef sirloin, cut into 2-inch strips"", ""1 \u00bd cups fresh broccoli florets"", ""1 red bell pepper, cut into matchsticks"", ""2 carrots, thinly sliced"", ""1 green onion, chopped"", ""1 teaspoon minced garlic"", ""2 tablespoons soy sauce"", ""2 tablespoons sesame seeds, toasted""]","[""Gather all ingredients."", ""Heat vegetable oil in a large wok or skillet over medium-high heat; add beef and stir-fry until browned, 3 to 4 minutes."", ""Move beef to the side of the wok and add broccoli, bell pepper, carrots, green onion, and garlic to the center of the wok; stir-fry vegetables for 2 minutes."", ""Stir beef into vegetables and season with soy sauce and sesame seeds. Continue to cook and stir until vegetables are tender, about 2 more minutes."", ""Serve hot and enjoy!""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.84,0
pilot_recipe_final_071,38271,273df35706ec3a327954f7d86d67e366a8a5c6da,Quick Super-Delicious Zuppa Toscana,Italian,Italian Soups And Stews,"If you love the Zuppa Toscana at your local chain Italian restaurant, you will adore this soup. The rich soup is made with Italian sausage, potatoes, cream, and crushed red pepper. It is truly satisfying and irresistible. Tuck into this on a cold day and you are sure to be warmed all the way down to your toes.","[""1 pound bulk mild Italian sausage"", ""1 \u00bc teaspoons red pepper flakes"", ""4 slices bacon, cut into 1/2 inch pieces"", ""1 large onion, diced"", ""1 tablespoon minced garlic"", ""8 \u00be cups chicken broth"", ""6 potatoes, thinly sliced"", ""6 cups chopped fresh kale"", ""1 cup heavy whipping cream""]","[""Cook and stir Italian sausage and red pepper flakes in a Dutch oven over medium-high heat until sausage is browned and crumbly, 10 to 15 minutes. Transfer sausage mixture to a bowl."", ""Stir bacon into the same Dutch oven and cook over medium heat until bacon is crisp, about 10 minutes. Drain fat, leaving a few tablespoons of drippings in the Dutch oven."", ""Stir onion and garlic into bacon; cook and stir until onions are soft and translucent, about 5 minutes. Pour chicken broth into bacon mixture; bring to a boil. Stir potatoes and kale into broth; cook until potatoes are tender and soup is flavorful, about 15 minutes."", ""Stir sausage and heavy whipping cream into soup, reduce heat to medium, and cook until soup is heated through, about 5 minutes more.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.73,0
pilot_recipe_final_072,36081,e6c677663376279027ed5659b78f8ca4ebad0e81,Quick and Easy Chicken,Healthy Recipes,Dairy-Free Recipes,This quick and easy chicken recipe is prepared on the stovetop in under 30 minutes. Quick and delicious! Serve over rice.,"[""2 tablespoons olive oil"", ""1 onion, chopped"", ""4 skinless, boneless chicken breasts"", ""3 tablespoons ketchup"", ""3 tablespoons white sugar"", ""2 tablespoons soy sauce"", ""2 tablespoons lemon juice"", ""1 teaspoon ground black pepper""]","[""Gather the ingredients."", ""Heat oil in a large skillet over medium heat. Add onion; saut\u00e9 until translucent, 3 to 4 minutes."", ""Add chicken to skillet; cook until lightly browned, 1 to 2 minutes per side."", ""Combine ketchup, sugar, soy sauce, lemon juice, and pepper in a bowl; pour over chicken. Bring to a boil, then reduce heat."", ""Cover and simmer until chicken is no longer pink in the center and the juices run clear, 25 to 35 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).""]",8,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.69,0
pilot_recipe_final_073,35810,799fd57d8f0683347f56260807d80868976df190,Red Pepper Soup,Healthy Recipes,Weight-Loss Recipes,"This red pepper soup is a light and creamy puréed soup that surprises those who didn't realize they were pepper lovers at heart. It's a simple soup consisting of ripe red peppers in a creamy base. Serve with a dollop of sour cream, if desired.","[""2 tablespoons butter"", ""4 red bell peppers, chopped"", ""1 onion, chopped"", ""4 cloves garlic, minced"", ""24 fluid ounces chicken broth"", ""\u00bd cup heavy cream"", ""\u215b teaspoon ground black pepper""]","[""Gather all ingredients."", ""Melt butter in a large saucepan over medium heat. Saut\u00e9 red bell pepper, onion, and garlic in butter until tender, 5 to 10 minutes."", ""Stir in chicken broth, reduce heat to low, and simmer for 30 minutes. ]"", ""Transfer to a blender and pur\u00e9e until smooth."", ""Strain soup through a strainer into the saucepan. Stir in heavy cream and black pepper. Cook over medium-low heat until warmed through, 5 to 10 minutes.""]",7,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.48,0
pilot_recipe_final_074,46975,fc1fb921e54a2e1098bb481f96546faeff246df4,Restaurant-Style Prime Rib Roast,Main Dishes,Roasts,Learn how long to cook prime rib with this rib roast recipe that took years to formulate. It makes the most out of this cut of meat and is perfect for any special occasion.,"[""1 (14 pound) roast-ready prime rib roast (ribs cut off and tied to roast)"", ""aluminum foil"", ""\u00be cup all-purpose flour"", ""2 teaspoons freshly ground black pepper"", ""2 teaspoons salt"", ""2 teaspoons paprika"", ""1 teaspoon onion powder"", ""\u00bd teaspoon garlic powder"", ""\u00bc teaspoon celery seed""]","[""Remove rib roast from the refrigerator. Allow it to come to room temperature for about 3 hours, depending on its size."", ""Preheat the oven to 425 degrees F (220 degrees C). Line a roasting pan with aluminum foil."", ""Place rib roast onto the prepared roasting pan; blot with paper towels. Sift together flour, pepper, salt, paprika, onion powder, garlic powder, and celery seed into a bowl. Coat roast all over with flour mixture."", ""Roast in the preheated oven until cooked to your desired degree of doneness, about 4 1/2 hours (20 minutes a pound) for medium-rare. An instant-read thermometer inserted into the center should read at least 120 degrees F (49 degrees C) for medium-rare, 130 degrees F (54 degrees C) for medium, or 140 degrees F (60 degrees C) for well-done."", ""Cover roast with aluminum foil. Let rest on the counter in a warm spot for 30 minutes to 1 hour before slicing.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.9,0
pilot_recipe_final_075,38286,579f19874e418ae36f38e8fd602263bc90d1b590,Rich Italian Sausage and Potato Soup,Italian,Italian Soups And Stews,"This Italian sausage potato soup combines unique flavors to form a rich, delicious soup. Your taste buds will be overjoyed.","[""1 pound Italian sausage"", ""\u00be cup chopped onion"", ""1 slice pancetta bacon, diced"", ""1 \u00bc teaspoons garlic, minced"", ""1 cube chicken bouillon"", ""4 cups water"", ""2 potatoes, cubed"", ""2 cups kale, rinsed and julienned"", ""\u2153 cup heavy cream""]","[""Preheat the oven to 300 degrees F (150 degrees C)."", ""Place sausage links on a sheet pan and bake until cooked through, 15 to 20 minutes. Cut each link in half lengthwise, then into 1/2-inch slices. Set aside for later."", ""Saut\u00e9 onions and pancetta in a 4-quart saucepan over medium heat until onions are translucent, about 10 minutes. Add garlic and saut\u00e9 for 1 minute."", ""Add bouillon, water, and potatoes; bring to a simmer for 15 minutes. Add kale, cream, and reserved sausage; simmer for 5 more minutes and serve.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.73,0
pilot_recipe_final_076,4560,502adc9b3682282e65c31a58ad0f45f54cc22b68,Serbian Ćevapčići,Beef Recipes,Bbq & Grilled Beef,"Ćevapčići is a tasty homemade grilled sausage. This tasty Serbian-style version uses ground pork, beef, and lamb. Great served in a sandwich!","[""1 \u00bd pounds ground pork"", ""1 pound lean ground beef"", ""\u00bd pound ground lamb"", ""1 egg white"", ""4 cloves garlic, minced"", ""2 teaspoons ground black pepper"", ""1 teaspoon salt"", ""1 teaspoon baking soda"", ""1 teaspoon cayenne pepper"", ""\u00bd teaspoon paprika""]","[""Gather all ingredients."", ""Preheat an outdoor grill for medium heat and lightly oil the grate."", ""Combine ground pork, ground beef, ground lamb, and egg white in a large bowl."", ""Add garlic, black pepper, salt, baking soda, cayenne pepper, and paprika. Mix well using your hands; form into finger-length sausages about 3/4-inch thick."", ""Cook sausages on the preheated grill, turning occasionally, until no longer pink in the center, about 30 minutes. An instant-read thermometer inserted into the center should read 160 degrees F (70 degrees C).""]",10,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.53,0
pilot_recipe_final_077,26183,3fe538bbbcc1a4d2c3f53f0e2e6b2fba398be346,Sheet Pan Halibut with Orange and Fennel,Dinner,Sheet Pan Dinners,This sheet pan halibut with orange and fennel is as simple as it sounds. Tender halibut filets are nestled into roasted fennel and roasted with orange slices on top. It is yet another brilliant use for a sheet pan.,"[""1 pound fennel,"", ""3 teaspoons olive oil, divided"", ""1 tablespoon garlic"", ""2 teaspoons talian seasoning, divided"", ""1/4 teaspoon salt, divided"", ""1/4 teaspoon black pepper, divided"", ""6 4 ounce halibut filets"", ""1 orange, thinly sliced"", ""fresh parsley, for garnish""]","[""Gather all ingredients. Preheat oven to 425 degrees F (220 degrees C). Line a 10x15-inch baking pan with foil."", ""Spread fennel in an even layer on the prepared pan. Drizzle with 2 teaspoons oil. Sprinkle with garlic, 1 teaspoon Italian seasoning, and 1/8 teaspoon each salt and pepper."", ""Roast fennel until starting to soften, about 10 minutes."", ""Add halibut to pan and drizzle with remaining 1 teaspoon oil. Season with remaining 1 teaspoon Italian seasoning and 1/8 teaspoon each salt and pepper. Top with orange slices."", ""Roast until fennel is tender and fish flakes easily with a fork, 8 to 12 minutes. Garnish with parsley.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.96,0
pilot_recipe_final_078,26200,ca9de323d71ef148fa5ef1bffab06abbea5ee659,Sheet Pan Lemon Balsamic Chicken and Potatoes,Dinner,Sheet Pan Dinners,"These sheet pan lemon balsamic chicken thighs, tender chicken with crispy potatoes in a tangy marinade, roast together on one sheet pan. They are topped with lemony seasoned olive brine and a tzatziki-feta sauce.","[""1 1/2 pounds skinless, boneless chicken thighs"", ""1 1/2 pounds baby potatoes,"", ""1/4 cup extra-virgin olive oil"", ""2 tablespoons balsamic vinegar"", ""2 tablespoons Dijon mustard"", ""2 teaspoons paprika"", ""1 teaspoon dried oregano"", ""2 cloves garlic"", ""1/2 teaspoon ground black pepper"", ""1/4 teaspoon red chili flakes""]","[""Preheat the oven to 425 degrees F (220 degrees C). Line a large baking sheet with aluminum foil. Place chicken and potatoes in a large bowl."", ""Whisk 1/4 cup olive oil, balsamic vinegar, Dijon mustard, paprika, oregano, garlic, black pepper, and chili flakes together in a small bowl. Pour mixture over chicken and potatoes; toss to coat. Arrange chicken and potatoes on the prepared baking sheet in an even layer."", ""Bake in the preheated oven until chicken juices run clear and potatoes are tender, 30 to 35 minutes. An instant-read thermometer inserted near the center of chicken should read 165 degrees F (74 degrees C)."", ""Meanwhile, for brine, stir 2 tablespoons olive oil, olives, lemon juice, pepperoncini, basil, and dill together in a small bowl. Stir tzatziki sauce and feta together in a separate bowl."", ""Remove chicken and potatoes from the oven. Divide onto serving plates. Drizzle with olive brine and top with tzatziki feta sauce. Serve immediately.""]",10,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.71,0
pilot_recipe_final_079,26187,d5fe3de7110e1e4e40d9c39f382a4a56df52745c,Sheet Pan Salmon and Veggies,Dinner,Sheet Pan Dinners,"This sheet pan salmon and veggies is bursting with flavor. Lightly citrus-glazed salmon roasts atop a mix of vibrant, colorful peppers, zucchini, squash, and red onion, and it cooks in under 30 minutes.","[""2 tablespoons olive oil"", ""3 bell peppers,"", ""2 to 3 zucchini,"", ""2 summer squash,"", ""1 cup grape tomatoes, halved"", ""1 red onion, thinly sliced"", ""6 cloves garlic, chopped"", ""1 teaspoon herbs"", ""1/2 teaspoon salt""]","[""Preheat the oven to 425 degrees F (220 degrees C)."", ""Pour olive oil into a resealable plastic bag. Add bell peppers, zucchini, summer squash, tomatoes, red onion, chopped garlic, herbs, and salt. Toss to coat. Spread vegetables out evenly on a baking sheet. Lay salmon, skin side down, on top of vegetables."", ""Stir orange juice, lemon juice, agave syrup, minced garlic, and chile flakes together in a small bowl; spoon glaze over the salmon. Glaze will be thin. Season with salt."", ""Bake in the preheated oven until fish flakes easily with a fork, about 20 minutes.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.71,0
pilot_recipe_final_080,26856,62c85e8718c1d0d164659945712806c38ba9c1fe,Simple Slow Roast Chicken,Dinner,Baked And Roasted Chicken,"Slow-cooked chicken is the ultimate comfort food. The delicate herb rub and splash of red wine complement the chicken while infusing it with rich, satisfying flavor.","[""1 cup red wine"", ""1 teaspoon paprika"", ""1 teaspoon ground black pepper"", ""1 teaspoon garlic salt"", ""1 teaspoon dried parsley"", ""1 teaspoon dried marjoram"", ""1 (4 pound) whole chicken"", ""4 stalks celery, halved"", ""1 onion, quartered""]","[""Preheat the oven to 250 degrees F (120 degrees C). Pour red wine into a roasting pan with a lid; set aside."", ""Combine paprika, black pepper, garlic salt, parsley, and marjoram in a small bowl. Rub chicken all over with spice mixture. Place celery and onion into cavity of chicken. Put chicken into the prepared roasting pan."", ""Cover chicken and bake in the preheated oven until no longer pink, and juices run clear, 4 to 5 hours. An instant-read thermometer inserted into thickest part of thigh near bone, should read 165 degrees F (74 degrees C)."", ""Remove chicken from the roasting pan, cover with a doubled sheet of foil, and allow to rest in a warm area for 10 minutes before serving.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.71,0
pilot_recipe_final_081,50640,fc5f0763ae17ac98d61dfd54f562d0621728a27c,Slow Cooker Carnitas,Mexican,Authentic Mexican Recipes,"This slow cooker carnitas recipe is easy to prep and makes a great filling for tamales, enchiladas, tacos, and burritos. This filling is also great combined with your favorite barbecue sauce and served on buns.","[""1 teaspoon salt"", ""1 teaspoon garlic powder"", ""1 teaspoon ground cumin"", ""\u00bd teaspoon crumbled dried oregano"", ""\u00bd teaspoon ground coriander"", ""\u00bc teaspoon ground cinnamon"", ""1 (4 pound) boneless pork shoulder roast"", ""2 bay leaves"", ""2 cups chicken broth""]","[""Gather the ingredients."", ""Mix salt, garlic powder, cumin, oregano, coriander, and cinnamon together in a bowl; coat pork with spice mixture."", ""Place bay leaves in the bottom of a slow cooker and arrange pork on top. Pour chicken broth around the sides of pork, being careful not to rinse off spice mixture."", ""Cover and cook on Low, turning after 5 hours, until pork shreds easily with a fork, about 10 hours in total."", ""When the pork is tender, remove from the slow cooker; shred with two forks. Use cooking liquid as needed to moisten the meat.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.94,0
pilot_recipe_final_082,26112,5e2abd7973a30cce0c7ea9e434a909ef6f1785ee,Sriracha Honey Chicken,Dinner,Quick And Easy Dinners For One,"This Sriracha honey chicken is a quick, easy, and surprisingly delicious recipe made with simple pantry staples. This dish is versatile and forgiving — adjust the Sriracha to your taste.","[""3 tablespoons Sriracha hot sauce"", ""1 tablespoon honey"", ""1 tablespoon butter, melted"", ""1 teaspoon garlic powder"", ""\u00bd teaspoon onion powder"", ""\u00bd teaspoon Italian seasoning"", ""\u00bd teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""2 skinless, boneless chicken breasts""]","[""Preheat the oven to 450 degrees F (230 degrees C)."", ""Whisk Sriracha sauce, honey, butter, garlic powder, onion powder, Italian seasoning, salt, and black pepper together in a small bowl."", ""Place chicken in a baking dish; pour Sriracha sauce mixture over chicken and turn to completely coat chicken."", ""Cook in the preheated oven until no longer pink in centers and juices run clear, 15 to 20 minutes. An instant-read thermometer inserted into centers should read at least 165 degrees F (74 degrees C).""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.69,0
pilot_recipe_final_083,26735,52f24e2cdf5dd1460db3d0c17935647df0cffa3f,Steak Chimichurri Dense Bean Salad,Dinner,Beef Steaks,"This steak chimichurri dense bean salad combines marinated, grilled flank steak with beans, herbs, and a chimichurri vinaigrette.","[""1 1/2 teaspoons chili powder"", ""1 teaspoon onion powder"", ""2 cloves garlic"", ""1/2 teaspoon dried oregano"", ""1 1/2 teaspoons salt"", ""2 teaspoons lemon juice"", ""1 tablespoon red wine vinegar"", ""3 tablespoons olive oil"", ""1 pound flank steak""]","[""Combine chili powder, onion powder, garlic, oregano, salt, lemon juice, wine vinegar, and olive oil in a large resealable plastic bag. Add steak, squeeze out any excess air from the bag, and seal the bag. Refrigerate steak to marinate overnight."", ""Remove steak from the bag; discard marinade. Heat an outdoor grill or grill pan for medium-high heat. Grill steak, undisturbed, until browned and easy to release from pan, 4 to 5 minutes. Flip steak and cook an additional 4 or 5 minutes for medium-rare to medium, or to desired doneness. Remove steak from the heat to a cutting board and rest for 10 minutes."", ""Meanwhile, for salad, combine parsley, cilantro, onion, roasted peppers, garbanzo beans, pinto beans, and cheese in a large bowl."", ""For dressing, whisk garlic, crushed red pepper, oregano, wine vinegar, lemon juice, olive oil and salt together in a separate bowl until well combined. Pour dressing over bean mixture and toss well."", ""Cut steak into bite-sized pieces; add to bean salad along with any accumulated juices. Toss well to coat and serve immediately or refrigerate until ready to serve.""]",9,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.9,0
pilot_recipe_final_084,35603,47ec6286fe50f47697a3e4bad27419e59a283d10,Strawberry Spinach Salad,Healthy Recipes,Low-Sodium Recipes,"This strawberry spinach salad is a great way to get kids to eat spinach! Someone brought this salad to a potluck dinner, and I had to have the recipe! Since then, I've made it many times and I've been asked for the recipe every time I take it somewhere.","[""\u00bd cup white sugar"", ""\u00bd cup olive oil"", ""\u00bc cup distilled white vinegar"", ""2 tablespoons sesame seeds"", ""1 tablespoon poppy seeds"", ""1 tablespoon minced onion"", ""\u00bc teaspoon paprika"", ""\u00bc teaspoon Worcestershire sauce""]","[""Gather all ingredients."", ""To make the dressing: Whisk sugar, oil, vinegar, sesame seeds, poppy seeds, onion, paprika, and Worcestershire sauce together in a medium bowl until well combined. Cover the dressing and chill it in the refrigerator for 1 hour."", ""To make the spinach salad: Combine sliced strawberries, torn spinach leaves, and almonds in a large bowl."", ""Pour dressing over salad; toss to coat."", ""Refrigerate for 10 to 15 minutes before serving.""]",8,5,side_only,kept_original,useful side-dish pattern worth keeping for parsing diversity,7.65,0
pilot_recipe_final_085,26455,71cc7a1ed0adde4c80ea5cec470abf7b77439c74,Sweet Chili Chicken with Creamy Lime Sauce,Dinner,Main Dishes,"For this sweet chili chicken with creamy lime sauce, chicken strips marinate in a sweet chili sauce, then are served over rice with a simple tangy lime sauce. Flavor upon flavor—so good!","[""1/2 cup sweet chili sauce"", ""2 tablespoons low-sodium soy sauce"", ""1 tablespoon sesame oil"", ""2 teaspoons garlic paste"", ""1 teaspoon ginger paste"", ""1 tablespoon lime juice"", ""1/2 teaspoon chili flakes"", ""1 pound chicken breast""]","[""For chicken mariade, whisk sweet chili sauce, soy sauce, sesame oil, garlic paste, ginger paste, lime juice, and chili flakes together in a large bowl. Add chicken pieces and toss to coat. Cover with plastic wrap, and marinate in the refrigerator for 30 minutes or up to overnight. Turn chicken pieces once or twice to ensure all are marinated thoroughly."", ""For creamy lime sauce, combine heavy cream, mayonnaise, lime zest, lime juice, and chili garlic sauce in another small bowl. Cover with plastic wrap; refrigerate until ready to use."", ""Cover a plate or platter with paper towels. Remove chicken from marinade to drain on the plate; pat chicken dry with additional paper towels. Preheat a large cast iron skillet or grill skillet to medium-high heat."", ""Add oil to the hot skillet. Working in batches if necessary, add chicken and cook, carefully turning pieces until lightly browned on all sides and no longer pink at the center. An instant read thermometer inserted near the center should read 165 degrees F (74 degrees C). Set aside on another plate, cover, and keep warm."", ""Place chicken pieces over rice on individual plates. Top with lime sauce, sprinkle with green onion and cilantro, and serve.""]",8,5,standalone,kept_original,clear meal-like recipe shape for pilot parsing,9.67,0
pilot_recipe_final_086,59504,dd9819f388b735bf7a19c11443742cc22dde3638,Sweet and Sour Ground Pork Stir-Fry,Pork,Pork Stir-Fry,This tasty recipe is a great way to use ground pork and is an easy alternative to traditional sweet and sour dishes. Serve over rice.,"[""1 pound ground pork"", ""1 onion, sliced"", ""2 carrots, peeled and sliced"", ""\u00bd cup rice vinegar"", ""\u2153 cup ketchup"", ""\u00bc cup white sugar"", ""2 teaspoons soy sauce"", ""2 cups chopped broccoli"", ""1 green bell pepper, chopped""]","[""Heat a large skillet over high heat. Add ground pork; cook and stir until browned and crumbly, 5 to 7 minutes. Drain and discard grease."", ""Add onion and carrots; stir-fry over high heat, about 2 minutes."", ""Mix rice vinegar, ketchup, sugar, and soy sauce together in a bowl; stir into pork mixture."", ""Stir in broccoli and bell pepper; cover, reduce heat to medium, and cook until broccoli is tender, 7 to 10 minutes.""]",9,4,standalone,kept_original,clear meal-like recipe shape for pilot parsing,7.73,0
