recipe_id_candidate,source_index,display_name,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_grams_estimated,parse_status,fooddb_version_used,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes
recipes_v1_1_candidate_078,157,Spicy Air Fryer Green Beans,4,1 teaspoon rice wine vinegar,rice wine vinegar,rice wine vinegar,1.0,teaspoon,5.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_078,157,Spicy Air Fryer Green Beans,6,"½ teaspoon red pepper flakes, or to taste",red pepper flakes,red pepper flakes,0.5,teaspoon,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_079,34517,Chinese Garlic Green Beans,4,2 tablespoons oyster sauce,oyster sauce,oyster sauce,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_080,36604,Mexican Rice and Beans,3,"1 small poblano pepper, diced",poblano pepper,poblano pepper,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_080,36604,Mexican Rice and Beans,7,1 teaspoon ground cumin,ground cumin,cumin,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_080,36604,Mexican Rice and Beans,10,2 tablespoons tomato paste,tomato paste,tomato paste,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_080,36604,Mexican Rice and Beans,11,2 cups vegetable broth,vegetable broth,vegetable broth,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_080,36604,Mexican Rice and Beans,12,"1 (14 ounce) can pinto beans, rinsed and drained",pinto beans,pinto beans,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_081,48286,Tofu and Rice Stuffed Peppers,1,1 cup uncooked brown rice,uncooked brown rice,uncooked brown rice,1.0,cup,185.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_081,48286,Tofu and Rice Stuffed Peppers,5,"1 (12 ounce) package extra-firm tofu, drained and diced",extra-firm tofu,firm tofu,1.0,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_081,48286,Tofu and Rice Stuffed Peppers,6,"1 ¾ cups marinara sauce, divided",marinara sauce,marinara sauce,1.75,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_081,48286,Tofu and Rice Stuffed Peppers,9,"2 red bell peppers, halved and seeded",red bell peppers,red bell peppers,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_081,48286,Tofu and Rice Stuffed Peppers,10,"2 orange bell peppers, halved and seeded",orange bell peppers,orange bell peppers,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_081,48286,Tofu and Rice Stuffed Peppers,11,2 cups shredded mozzarella cheese,shredded mozzarella cheese,mozzarella cheese,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_082,52996,Vegetable Curry with Coconut Milk,1,¼ cup ghee (clarified butter),ghee,ghee,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_082,52996,Vegetable Curry with Coconut Milk,5,1 (14 ounce) can coconut milk,coconut milk,coconut milk,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_082,52996,Vegetable Curry with Coconut Milk,6,"2 large carrots, chopped",carrots,carrots,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_082,52996,Vegetable Curry with Coconut Milk,11,2 cups sliced fresh mushrooms,sliced fresh mushrooms,mushrooms,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,1,3 bell peppers,bell peppers,bell peppers,3.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,5,1/4 cup ketchup,ketchup,ketchup,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,6,1 1/2 tablespoons Italian herb seasoning blend,Italian herb seasoning blend,italian herb seasoning blend,1.5,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,7,1/2 teaspoon red pepper flakes,red pepper flakes,red pepper flakes,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,9,1 pound ground turkey,ground turkey,turkey,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,12,"4 garlic cloves,",garlic cloves,garlic cloves,4.0,count,12.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,13,olive oil cooking spray,olive oil cooking spray,olive oil cooking spray,,,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,out_of_scope_non_food_or_non_nutrition_line
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,14,1/2 cup shredded mozzarella cheese,shredded mozzarella cheese,mozzarella cheese,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,2,"3/4 pound boneless skinless chicken thighs, cut into 1-inch pieces",chicken thighs,chicken thighs,0.75,pound,340.19,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,3,1/2 teaspoon garlic powder,garlic powder,garlic powder,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,7,1 cup flour,flour,flour,1.0,cup,120.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,9,3/4 teaspoon pepper,pepper,pepper,0.75,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,10,"6 hamburger buns,",hamburger buns,hamburger buns,6.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,11,1 1/4 cups club soda,club soda,club soda,1.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,12,"oil for frying, or as needed",oil for frying,oil for frying,,,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_085,31744,Refried Beans Without the Refry,1,"3 cups dry pinto beans, rinsed",dry pinto beans,dry pinto beans,3.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_085,31744,Refried Beans Without the Refry,3,"½ fresh jalapeno pepper, seeded and chopped",fresh jalapeno pepper,jalapeno pepper,0.5,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_085,31744,Refried Beans Without the Refry,7,"⅛ teaspoon ground cumin, optional",ground cumin,cumin,0.125,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,3,1 tablespoon unsalted butter,unsalted butter,unsalted butter,1.0,tablespoon,14.2,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,12,1/4 teaspoon ground cumin,ground cumin,cumin,0.25,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,13,1 cup jasmine rice,jasmine rice,jasmine rice,1.0,cup,185.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,15,2 teaspoons fish sauce,fish sauce,fish sauce,2.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,16,1 1/2 cups chicken stock,chicken stock,chicken stock,1.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,1,1 (8 ounce) package linguine pasta,linguine pasta,linguine pasta,1.0,package,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,4,½ cup chicken broth,chicken broth,chicken broth,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,5,¼ cup white wine,white wine,white wine,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,6,"1 lemon, juiced",lemon,lemon,1.0,count,58.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,9,2 teaspoons freshly ground black pepper,freshly ground black pepper,freshly black pepper,2.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,11,¼ cup butter,butter,butter,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_088,41037,African Chicken Stew,6,1 teaspoon ground cumin,ground cumin,cumin,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_088,41037,African Chicken Stew,8,1 teaspoon crushed red pepper flakes,crushed red pepper flakes,red pepper flakes,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_088,41037,African Chicken Stew,12,¾ cup unsalted natural-style peanut butter,unsalted natural-style peanut butter,unsalted natural style peanut butter,0.75,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_088,41037,African Chicken Stew,13,"1 (15 ounce) can chickpeas, drained and rinsed",chickpeas,chickpeas,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_089,14613,Filipino Chicken Salad,2,⅔ cup elbow macaroni,elbow macaroni,elbow macaroni,0.6667,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_089,14613,Filipino Chicken Salad,3,"1 (20 ounce) can pineapple chunks, drained",pineapple chunks,pineapple chunks,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_089,14613,Filipino Chicken Salad,4,2 (1.5 ounce) boxes raisins,raisins,raisins,2.0,box,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_089,14613,Filipino Chicken Salad,10,1 teaspoon seasoned salt,seasoned salt,seasoned salt,1.0,teaspoon,6.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_090,673,BBQ Meatballs,3,1/2 cup tortilla chips,tortilla chips,tortilla chips,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_090,673,BBQ Meatballs,4,2 tablespoons ketchup,ketchup,ketchup,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_090,673,BBQ Meatballs,6,1 teaspoon smoked paprika,smoked paprika,smoked paprika,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_090,673,BBQ Meatballs,7,1 teaspoon garlic powder,garlic powder,garlic powder,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_090,673,BBQ Meatballs,8,1 teaspoon onion powder,onion powder,onion powder,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_090,673,BBQ Meatballs,12,1/2 teaspoon pepper,pepper,pepper,0.5,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_090,673,BBQ Meatballs,13,"2 tablespoons BBQ sauce, or as needed, for basting",BBQ sauce,bbq sauce,2.0,tablespoon,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_091,46307,Vegetable Fried Rice,2,1 ½ cups quick-cooking brown rice,quick-cooking brown rice,quick cooking brown rice,1.5,cup,277.5,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_091,46307,Vegetable Fried Rice,5,"1 small green bell pepper, chopped",green bell pepper,green bell pepper,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_091,46307,Vegetable Fried Rice,7,¼ teaspoon red pepper flakes,red pepper flakes,red pepper flakes,0.25,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_091,46307,Vegetable Fried Rice,8,"3 green onions, thinly sliced",green onions,green onions,3.0,count,330.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_091,46307,Vegetable Fried Rice,10,1 cup frozen petite peas,frozen petite peas,petite peas,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_091,46307,Vegetable Fried Rice,12,¼ cup roasted peanuts (Optional),roasted peanuts,roasted peanuts,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_092,31775,Thanksgiving Gluten-Free Stuffing,1,1 (1 pound) loaf gluten-free bread,loaf gluten-free bread,loaf gluten free bread,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_092,31775,Thanksgiving Gluten-Free Stuffing,3,"2 medium onions, diced",onions,onions,2.0,count,220.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_092,31775,Thanksgiving Gluten-Free Stuffing,6,1 teaspoon dried thyme leaves,dried thyme leaves,thyme leaves,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_092,31775,Thanksgiving Gluten-Free Stuffing,9,2 cups gluten-free chicken broth,gluten-free chicken broth,gluten free chicken broth,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_093,36519,Savory Vegetarian Quinoa,1,2 tablespoons extra-virgin olive oil,extra-virgin olive oil,virgin olive oil,2.0,tablespoon,27.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_093,36519,Savory Vegetarian Quinoa,2,"3 carrots, chopped",carrots,carrots,3.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_093,36519,Savory Vegetarian Quinoa,4,"4 large mushrooms, chopped",mushrooms,mushrooms,4.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_093,36519,Savory Vegetarian Quinoa,6,4 cups savory vegetable broth,savory vegetable broth,savory vegetable broth,4.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_093,36519,Savory Vegetarian Quinoa,10,2 cups baby kale,baby kale,baby kale,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_094,9748,Sweet and Sour Stuffed Cabbage,2,⅔ cup uncooked white rice,uncooked white rice,uncooked white rice,0.6667,cup,123.34,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_094,9748,Sweet and Sour Stuffed Cabbage,3,"2 heads cabbage, cored",cabbage,cabbage,2.0,head,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_094,9748,Sweet and Sour Stuffed Cabbage,5,"2 cups ketchup, divided",ketchup,ketchup,2.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_094,9748,Sweet and Sour Stuffed Cabbage,7,"3 teaspoons garlic powder, divided",garlic powder,garlic powder,3.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_094,9748,Sweet and Sour Stuffed Cabbage,9,3 (28 ounce) cans crushed tomatoes,crushed tomatoes,tomatoes,3.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_094,9748,Sweet and Sour Stuffed Cabbage,11,½ cup raisins,raisins,raisins,0.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_094,9748,Sweet and Sour Stuffed Cabbage,12,1 teaspoon citric acid powder,citric acid powder,citric acid powder,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_095,15139,Beef and Butternut Squash Chili,4,"1 medium butternut squash - peeled, seeded, and cubed",butternut squash - peeled,butternut squash,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_095,15139,Beef and Butternut Squash Chili,7,1 tablespoon chili powder,chili powder,chili powder,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_095,15139,Beef and Butternut Squash Chili,9,1 (14.5 ounce) can crushed tomatoes,crushed tomatoes,tomatoes,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_095,15139,Beef and Butternut Squash Chili,10,1 ½ cups beef broth,beef broth,beef broth,1.5,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_095,15139,Beef and Butternut Squash Chili,13,"1 (15 ounce) can black beans, rinsed and drained (Optional)",black beans,black beans,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_096,9515,Veggie Burgers,4,"2 carrots, shredded",carrots,carrots,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_096,9515,Veggie Burgers,5,"1 small summer squash, shredded",summer squash,summer squash,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_096,9515,Veggie Burgers,6,"1 small zucchini, shredded",zucchini,zucchini,1.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_096,9515,Veggie Burgers,7,1 ½ cups rolled oats,rolled oats,rolled oats,1.5,cup,120.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_096,9515,Veggie Burgers,8,¼ cup shredded Cheddar cheese,shredded Cheddar cheese,cheddar cheese,0.25,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_096,9515,Veggie Burgers,11,1 ½ cups all-purpose flour,all-purpose flour,all purpose flour,1.5,cup,180.0,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_097,15181,Granny's Easy Chili,5,8 ounces textured vegetable protein,textured vegetable protein,textured vegetable protein,8.0,ounce,226.8,parsed_clean,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_097,15181,Granny's Easy Chili,6,4 (16 ounce) cans chili beans,chili beans,chili beans,4.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_097,15181,Granny's Easy Chili,7,1 (14.5 ounce) can stewed tomatoes,stewed tomatoes,stewed tomatoes,1.0,can,,review_needed,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_097,15181,Granny's Easy Chili,11,2 teaspoons chili powder,chili powder,chili powder,2.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_098,42830,Indian Sweet Potato and Lentil Soup,4,1 ½ teaspoons garam masala,garam masala,garam masala,1.5,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_098,42830,Indian Sweet Potato and Lentil Soup,6,2 pinches red pepper flakes,pinches red pepper flakes,pinches red pepper flakes,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_098,42830,Indian Sweet Potato and Lentil Soup,7,4 cups vegetable broth,vegetable broth,vegetable broth,4.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_098,42830,Indian Sweet Potato and Lentil Soup,8,1 cup lentils,lentils,lentils,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_098,42830,Indian Sweet Potato and Lentil Soup,9,"2 sweet potatoes, peeled and cut into 1/2-inch cubes",sweet potatoes,sweet potatoes,2.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,1,1 cup red lentils,red lentils,red lentils,1.0,cup,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,2,"2 tablespoons ginger root, minced",ginger root,ginger root,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,3,1 teaspoon mustard seed,mustard seed,mustard seed,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,4,2 tablespoons chopped fresh cilantro,chopped fresh cilantro,cilantro,2.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,5,"4 tomatoes, chopped",tomatoes,tomatoes,4.0,count,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,6,"3 onions, chopped",onions,onions,3.0,count,330.0,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,8,1 tablespoon ground cumin,ground cumin,cumin,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
